,country,diversity,year
21358908,IDN,902,2014
21363813,IND,1511,2014
21368718,IOT,41,2014
21373623,IRL,469,2014
21378528,IRN,445,2014
21383433,IRQ,13,2014
21388338,ISL,215,2014
21393243,ISR,687,2014
21398148,ITA,2152,2014
21403053,JAM,257,2014
21407958,JOR,586,2014
21412863,JPN,1348,2014
21417768,KAZ,211,2014
21422673,KEN,508,2014
21427578,KGZ,358,2014
21432483,KHM,372,2014
21437388,KIR,67,2014
21442293,KNA,135,2014
21447198,KOR,943,2014
21452103,KWT,80,2014
21457008,LAO,259,2014
21461913,LBN,926,2014
21466818,LBR,50,2014
21471723,LBY,39,2014
21476628,LCA,250,2014
21481533,LKA,638,2014
21486438,LSO,276,2014
21491343,LTU,1137,2014
21496248,LUX,658,2014
21501153,LVA,966,2014
21506058,MAC,486,2014
21510963,MAR,635,2014
21515868,MDA,495,2014
21520773,MDG,407,2014
21525678,MDV,81,2014
21530583,MEX,680,2014
21535488,MHL,46,2014
21540393,MKD,481,2014
21545298,MLI,52,2014
21550203,MLT,300,2014
21555108,MMR,258,2014
21560013,MNE,268,2014
21564918,MNG,96,2014
21569823,MNP,130,2014
21574728,MOZ,185,2014
21579633,MRT,95,2014
21584538,MSR,154,2014
21589443,MUS,579,2014
21594348,MWI,222,2014
21599253,MYS,700,2014
21604158,NAM,294,2014
21609063,NCL,79,2014
21613968,NER,137,2014
21618873,NFK,39,2014
21623778,NGA,102,2014
21628683,NIC,269,2014
21633588,NIU,171,2014
21638493,NLD,1353,2014
21643398,NOR,397,2014
21648303,NPL,510,2014
21653208,NRU,101,2014
21658113,NZL,564,2014
21663018,OMN,163,2014
21667923,PAK,839,2014
21672828,PAN,819,2014
21677733,PCN,107,2014
21682638,PER,471,2014
21687543,PHL,750,2014
21692448,PLW,95,2014
21697353,PNG,77,2014
21702258,POL,1344,2014
21707163,PRK,337,2014
21712068,PRT,1493,2014
21716973,PRY,184,2014
21721878,PSE,473,2014
21726783,PYF,126,2014
21731688,QAT,52,2014
21736593,ROU,966,2014
21741498,RUS,383,2014
21746403,RWA,231,2014
21751308,S19,1150,2014
21756213,SAU,188,2014
21761118,SDN,104,2014
21766023,SEN,414,2014
21770928,SGP,634,2014
21775833,SHN,113,2014
21780738,SLB,67,2014
21785643,SLE,68,2014
21790548,SLV,562,2014
21795453,SMR,356,2014
21800358,SOM,53,2014
21805263,SPM,74,2014
21810168,SRB,785,2014
21815073,SSD,6,2014
21819978,STP,181,2014
21824883,SUR,139,2014
21829788,SVK,814,2014
21834693,SVN,1016,2014
21839598,SWE,1112,2014
21844503,SWZ,373,2014
21849408,SXM,197,2014
21854313,SYC,165,2014
21859218,SYR,566,2014
21864123,TCA,282,2014
21869028,TCD,16,2014
21873933,TGO,266,2014
21878838,THA,1085,2014
21883743,TJK,147,2014
21888648,TKL,285,2014
21893553,TKM,50,2014
21898458,TLS,34,2014
21903363,TON,174,2014
21908268,TTO,117,2014
21913173,TUN,815,2014
21918078,TUR,1582,2014
21922983,TUV,60,2014
21927888,TZA,391,2014
21932793,UGA,488,2014
21937698,UKR,676,2014
21942603,URY,329,2014
21947508,USA,1601,2014
21952413,UZB,268,2014
21957318,VCT,232,2014
21962223,VEN,42,2014
21967128,VGB,238,2014
21972033,VNM,888,2014
21976938,VUT,55,2014
21981843,WLF,77,2014
21986748,WSM,224,2014
21991653,YEM,168,2014
21996558,ZAF,1023,2014
22001463,ZMB,170,2014
22006368,ZWE,239,2014
22011273,ABW,237,2015
22016138,AFG,150,2015
22021003,AGO,35,2015
22025868,AIA,167,2015
22030733,ALB,440,2015
22035598,AND,383,2015
22040463,ARE,508,2015
22045328,ARG,454,2015
22050193,ARM,299,2015
22055058,ASM,166,2015
22059923,ATF,54,2015
22064788,ATG,209,2015
22069653,AUS,397,2015
22074518,AUT,1357,2015
22079383,AZE,76,2015
22084248,BDI,115,2015
22089113,BEL,1365,2015
22093978,BEN,162,2015
22098843,BES,32,2015
22103708,BFA,98,2015
22108573,BGD,379,2015
22113438,BGR,1095,2015
22118303,BHR,301,2015
22123168,BHS,106,2015
22128033,BIH,679,2015
22132898,BLM,104,2015
22137763,BLR,633,2015
22142628,BLZ,208,2015
22147493,BMU,59,2015
22152358,BOL,149,2015
22157223,BRA,574,2015
22162088,BRB,485,2015
22166953,BRN,75,2015
22171818,BTN,69,2015
22176683,BWA,104,2015
22181548,CAF,83,2015
22186413,CAN,786,2015
22191278,CCK,107,2015
22196143,CHE,749,2015
22201008,CHL,340,2015
22205873,CHN,2273,2015
22210738,CIV,204,2015
22215603,CMR,167,2015
22220468,COD,72,2015
22225333,COG,64,2015
22230198,COK,71,2015
22235063,COL,382,2015
22239928,COM,73,2015
22244793,CPV,111,2015
22249658,CRI,418,2015
22254523,CUB,99,2015
22259388,CUW,106,2015
22264253,CXR,56,2015
22269118,CYM,28,2015
22273983,CYP,470,2015
22278848,CZE,1153,2015
22283713,DEU,1838,2015
22288578,DJI,109,2015
22293443,DMA,217,2015
22298308,DNK,1122,2015
22303173,DOM,528,2015
22308038,DZA,44,2015
22312903,ECU,215,2015
22317768,EGY,901,2015
22322633,ERI,22,2015
22327498,ESP,1694,2015
22332363,EST,879,2015
22337228,ETH,296,2015
22342093,FIN,783,2015
22346958,FJI,516,2015
22351823,FLK,30,2015
22356688,FRA,1548,2015
22361553,FSM,53,2015
22366418,GAB,80,2015
22371283,GBR,1389,2015
22376148,GEO,323,2015
22381013,GHA,210,2015
22385878,GIB,63,2015
22390743,GIN,98,2015
22395608,GMB,160,2015
22400473,GNB,25,2015
22405338,GNQ,14,2015
22410203,GRC,807,2015
22415068,GRD,223,2015
22419933,GRL,53,2015
22424798,GTM,610,2015
22429663,GUM,367,2015
22434528,GUY,149,2015
22439393,HKG,1300,2015
22444258,HND,390,2015
22449123,HRV,924,2015
22453988,HTI,141,2015
22458853,HUN,835,2015
22463718,IDN,928,2015
22468583,IND,1525,2015
22473448,IOT,66,2015
22478313,IRL,412,2015
22483178,IRN,474,2015
22488043,IRQ,16,2015
22492908,ISL,208,2015
22497773,ISR,664,2015
22502638,ITA,2017,2015
22507503,JAM,232,2015
22512368,JOR,513,2015
22517233,JPN,1317,2015
22522098,KAZ,219,2015
22526963,KEN,557,2015
22531828,KGZ,347,2015
22536693,KHM,391,2015
22541558,KIR,58,2015
22546423,KNA,125,2015
22551288,KOR,936,2015
22556153,KWT,94,2015
22561018,LAO,270,2015
22565883,LBN,895,2015
22570748,LBR,39,2015
22575613,LBY,40,2015
22580478,LCA,259,2015
22585343,LKA,623,2015
22590208,LSO,229,2015
22595073,LTU,1051,2015
22599938,LUX,644,2015
22604803,LVA,904,2015
22609668,MAC,456,2015
22614533,MAR,543,2015
22619398,MDA,496,2015
22624263,MDG,376,2015
22629128,MDV,86,2015
22633993,MEX,647,2015
22638858,MHL,57,2015
22643723,MKD,457,2015
22648588,MLI,47,2015
22653453,MLT,265,2015
22658318,MMR,316,2015
22663183,MNE,292,2015
22668048,MNG,113,2015
22672913,MNP,98,2015
22677778,MOZ,202,2015
22682643,MRT,82,2015
22687508,MSR,154,2015
22692373,MUS,505,2015
22697238,MWI,211,2015
22702103,MYS,705,2015
22706968,NAM,264,2015
22711833,NCL,69,2015
22716698,NER,100,2015
22721563,NFK,57,2015
22726428,NGA,98,2015
22731293,NIC,259,2015
22736158,NIU,142,2015
22741023,NLD,1309,2015
22745888,NOR,425,2015
22750753,NPL,476,2015
22755618,NRU,99,2015
22760483,NZL,562,2015
22765348,OMN,195,2015
22770213,PAK,805,2015
22775078,PAN,764,2015
22779943,PCN,63,2015
22784808,PER,448,2015
22789673,PHL,671,2015
22794538,PLW,80,2015
22799403,PNG,63,2015
22804268,POL,1304,2015
22809133,PRK,368,2015
22813998,PRT,1399,2015
22818863,PRY,171,2015
22823728,PSE,447,2015
22828593,PYF,120,2015
22833458,QAT,55,2015
22838323,ROU,929,2015
22843188,RUS,446,2015
22848053,RWA,231,2015
22852918,S19,1165,2015
22857783,SAU,267,2015
22862648,SDN,116,2015
22867513,SEN,379,2015
22872378,SGP,665,2015
22877243,SHN,109,2015
22882108,SLB,69,2015
22886973,SLE,174,2015
22891838,SLV,543,2015
22896703,SMR,388,2015
22901568,SOM,62,2015
22906433,SPM,80,2015
22911298,SRB,797,2015
22916163,SSD,9,2015
22921028,STP,156,2015
22925893,SUR,107,2015
22930758,SVK,806,2015
22935623,SVN,1011,2015
22940488,SWE,1058,2015
22945353,SWZ,334,2015
22950218,SXM,147,2015
22955083,SYC,169,2015
22959948,SYR,530,2015
22964813,TCA,188,2015
22969678,TCD,16,2015
22974543,TGO,250,2015
22979408,THA,1080,2015
22984273,TJK,121,2015
22989138,TKL,316,2015
22994003,TKM,51,2015
22998868,TLS,21,2015
23003733,TON,94,2015
23008598,TTO,161,2015
23013463,TUN,766,2015
23018328,TUR,1472,2015
23023193,TUV,40,2015
23028058,TZA,362,2015
23032923,UGA,480,2015
23037788,UKR,622,2015
23042653,URY,318,2015
23047518,USA,1577,2015
23052383,UZB,254,2015
23057248,VCT,228,2015
23062113,VEN,48,2015
23066978,VGB,152,2015
23071843,VNM,831,2015
23076708,VUT,43,2015
23081573,WLF,54,2015
23086438,WSM,202,2015
23091303,YEM,203,2015
23096168,ZAF,772,2015
23101033,ZMB,164,2015
23105898,ZWE,215,2015
23110763,ABW,247,2016
23115632,AFG,149,2016
23120501,AGO,54,2016
23125370,AIA,139,2016
23130239,ALB,526,2016
23135108,AND,399,2016
23139977,ARE,492,2016
23144846,ARG,408,2016
23149715,ARM,281,2016
23154584,ASM,107,2016
23159453,ATF,54,2016
23164322,ATG,155,2016
23169191,AUS,409,2016
23174060,AUT,1352,2016
23178929,AZE,90,2016
23183798,BDI,145,2016
23188667,BEL,1351,2016
23193536,BEN,176,2016
23198405,BES,27,2016
23203274,BFA,91,2016
23208143,BGD,331,2016
23213012,BGR,1132,2016
23217881,BHR,342,2016
23222750,BHS,170,2016
23227619,BIH,658,2016
23232488,BLM,130,2016
23237357,BLR,705,2016
23242226,BLZ,235,2016
23247095,BMU,52,2016
23251964,BOL,155,2016
23256833,BRA,584,2016
23261702,BRB,459,2016
23266571,BRN,79,2016
23271440,BTN,85,2016
23276309,BWA,74,2016
23281178,CAF,108,2016
23286047,CAN,820,2016
23290916,CCK,138,2016
23295785,CHE,725,2016
23300654,CHL,324,2016
23305523,CHN,2266,2016
23310392,CIV,223,2016
23315261,CMR,181,2016
23320130,COD,80,2016
23324999,COG,85,2016
23329868,COK,67,2016
23334737,COL,393,2016
23339606,COM,53,2016
23344475,CPV,121,2016
23349344,CRI,402,2016
23354213,CUB,140,2016
23359082,CUW,87,2016
23363951,CXR,69,2016
23368820,CYM,20,2016
23373689,CYP,517,2016
23378558,CZE,1145,2016
23383427,DEU,1836,2016
23388296,DJI,136,2016
23393165,DMA,268,2016
23398034,DNK,1099,2016
23402903,DOM,505,2016
23407772,DZA,53,2016
23412641,ECU,218,2016
23417510,EGY,862,2016
23422379,ERI,26,2016
23427248,ESP,1704,2016
23432117,EST,865,2016
23436986,ETH,313,2016
23441855,FIN,782,2016
23446724,FJI,568,2016
23451593,FLK,16,2016
23456462,FRA,1531,2016
23461331,FSM,27,2016
23466200,GAB,92,2016
23471069,GBR,1346,2016
23475938,GEO,321,2016
23480807,GHA,172,2016
23485676,GIB,72,2016
23490545,GIN,78,2016
23495414,GMB,148,2016
23500283,GNB,45,2016
23505152,GNQ,17,2016
23510021,GRC,831,2016
23514890,GRD,221,2016
23519759,GRL,45,2016
23524628,GTM,585,2016
23529497,GUM,346,2016
23534366,GUY,147,2016
23539235,HKG,1068,2016
23544104,HND,391,2016
23548973,HRV,926,2016
23553842,HTI,131,2016
23558711,HUN,831,2016
23563580,IDN,945,2016
23568449,IND,1546,2016
23573318,IOT,78,2016
23578187,IRL,379,2016
23583056,IRN,447,2016
23587925,IRQ,20,2016
23592794,ISL,230,2016
23597663,ISR,675,2016
23602532,ITA,2031,2016
23607401,JAM,289,2016
23612270,JOR,494,2016
23617139,JPN,1322,2016
23622008,KAZ,266,2016
23626877,KEN,557,2016
23631746,KGZ,431,2016
23636615,KHM,390,2016
23641484,KIR,65,2016
23646353,KNA,170,2016
23651222,KOR,991,2016
23656091,KWT,112,2016
23660960,LAO,260,2016
23665829,LBN,788,2016
23670698,LBR,84,2016
23675567,LBY,45,2016
23680436,LCA,318,2016
23685305,LKA,649,2016
23690174,LSO,227,2016
23695043,LTU,1018,2016
23699912,LUX,648,2016
23704781,LVA,895,2016
23709650,MAC,407,2016
23714519,MAR,536,2016
23719388,MDA,513,2016
23724257,MDG,377,2016
23729126,MDV,58,2016
23733995,MEX,627,2016
23738864,MHL,48,2016
23743733,MKD,451,2016
23748602,MLI,131,2016
23753471,MLT,243,2016
23758340,MMR,426,2016
23763209,MNE,291,2016
23768078,MNG,113,2016
23772947,MNP,73,2016
23777816,MOZ,193,2016
23782685,MRT,83,2016
23787554,MSR,134,2016
23792423,MUS,529,2016
23797292,MWI,166,2016
23802161,MYS,720,2016
23807030,NAM,220,2016
23811899,NCL,41,2016
23816768,NER,192,2016
23821637,NFK,63,2016
23826506,NGA,95,2016
23831375,NIC,260,2016
23836244,NIU,129,2016
23841113,NLD,1338,2016
23845982,NOR,439,2016
23850851,NPL,506,2016
23855720,NRU,132,2016
23860589,NZL,551,2016
23865458,OMN,214,2016
23870327,PAK,790,2016
23875196,PAN,743,2016
23880065,PCN,73,2016
23884934,PER,400,2016
23889803,PHL,643,2016
23894672,PLW,54,2016
23899541,PNG,64,2016
23904410,POL,1343,2016
23909279,PRK,309,2016
23914148,PRT,1355,2016
23919017,PRY,156,2016
23923886,PSE,453,2016
23928755,PYF,133,2016
23933624,QAT,64,2016
23938493,ROU,887,2016
23943362,RUS,478,2016
23948231,RWA,210,2016
23953100,S19,1107,2016
23957969,SAU,270,2016
23962838,SDN,117,2016
23967707,SEN,366,2016
23972576,SGP,668,2016
23977445,SHN,93,2016
23982314,SLB,73,2016
23987183,SLE,170,2016
23992052,SLV,549,2016
23996921,SMR,395,2016
24001790,SOM,83,2016
24006659,SPM,74,2016
24011528,SRB,799,2016
24016397,SSD,19,2016
24021266,STP,107,2016
24026135,SUR,105,2016
24031004,SVK,759,2016
24035873,SVN,1008,2016
24040742,SWE,1065,2016
24045611,SWZ,338,2016
24050480,SXM,172,2016
24055349,SYC,114,2016
24060218,SYR,502,2016
24065087,TCA,215,2016
24069956,TCD,19,2016
24074825,TGO,270,2016
24079694,THA,1021,2016
24084563,TJK,158,2016
24089432,TKL,330,2016
24094301,TKM,69,2016
24099170,TLS,50,2016
24104039,TON,89,2016
24108908,TTO,204,2016
24113777,TUN,783,2016
24118646,TUR,1474,2016
24123515,TUV,26,2016
24128384,TZA,351,2016
24133253,UGA,452,2016
24138122,UKR,622,2016
24142991,URY,302,2016
24147860,USA,1547,2016
24152729,UZB,256,2016
24157598,VCT,137,2016
24162467,VEN,59,2016
24167336,VGB,161,2016
24172205,VNM,826,2016
24177074,VUT,48,2016
24181943,WLF,80,2016
24186812,WSM,183,2016
24191681,YEM,108,2016
24196550,ZAF,789,2016
24201419,ZMB,150,2016
24206288,ZWE,214,2016
24211157,ABW,282,2017
24215986,AFG,174,2017
24220815,AGO,48,2017
24225644,AIA,173,2017
24230473,ALB,473,2017
24235302,AND,399,2017
24240131,ARE,562,2017
24244960,ARG,441,2017
24249789,ARM,296,2017
24254618,ASM,155,2017
24259447,ATF,34,2017
24264276,ATG,211,2017
24269105,AUS,361,2017
24273934,AUT,1384,2017
24278763,AZE,106,2017
24283592,BDI,113,2017
24288421,BEL,1351,2017
24293250,BEN,202,2017
24298079,BES,81,2017
24302908,BFA,83,2017
24307737,BGD,345,2017
24312566,BGR,1131,2017
24317395,BHR,274,2017
24322224,BHS,174,2017
24327053,BIH,637,2017
24331882,BLM,129,2017
24336711,BLR,728,2017
24341540,BLZ,246,2017
24346369,BMU,130,2017
24351198,BOL,143,2017
24356027,BRA,562,2017
24360856,BRB,470,2017
24365685,BRN,83,2017
24370514,BTN,73,2017
24375343,BWA,93,2017
24380172,CAF,139,2017
24385001,CAN,817,2017
24389830,CCK,200,2017
24394659,CHE,746,2017
24399488,CHL,340,2017
24404317,CHN,2251,2017
24409146,CIV,206,2017
24413975,CMR,179,2017
24418804,COD,54,2017
24423633,COG,80,2017
24428462,COK,68,2017
24433291,COL,388,2017
24438120,COM,64,2017
24442949,CPV,116,2017
24447778,CRI,411,2017
24452607,CUB,131,2017
24457436,CUW,231,2017
24462265,CXR,99,2017
24467094,CYM,16,2017
24471923,CYP,546,2017
24476752,CZE,1195,2017
24481581,DEU,1870,2017
24486410,DJI,134,2017
24491239,DMA,257,2017
24496068,DNK,1174,2017
24500897,DOM,519,2017
24505726,DZA,57,2017
24510555,ECU,192,2017
24515384,EGY,921,2017
24520213,ERI,19,2017
24525042,ESP,1732,2017
24529871,EST,931,2017
24534700,ETH,349,2017
24539529,FIN,769,2017
24544358,FJI,522,2017
24549187,FLK,30,2017
24554016,FRA,1599,2017
24558845,FSM,24,2017
24563674,GAB,83,2017
24568503,GBR,1350,2017
24573332,GEO,383,2017
24578161,GHA,176,2017
24582990,GIB,66,2017
24587819,GIN,51,2017
24592648,GMB,122,2017
24597477,GNB,16,2017
24602306,GNQ,13,2017
24607135,GRC,853,2017
24611964,GRD,218,2017
24616793,GRL,61,2017
24621622,GTM,608,2017
24626451,GUM,344,2017
24631280,GUY,137,2017
24636109,HKG,1113,2017
24640938,HND,390,2017
24645767,HRV,961,2017
24650596,HTI,138,2017
24655425,HUN,860,2017
24660254,IDN,954,2017
24665083,IND,1570,2017
24669912,IOT,67,2017
24674741,IRL,369,2017
24679570,IRN,409,2017
24684399,IRQ,14,2017
24689228,ISL,222,2017
24694057,ISR,718,2017
24698886,ITA,2045,2017
24703715,JAM,291,2017
24708544,JOR,514,2017
24713373,JPN,1281,2017
24718202,KAZ,240,2017
24723031,KEN,571,2017
24727860,KGZ,381,2017
24732689,KHM,408,2017
24737518,KIR,41,2017
24742347,KNA,148,2017
24747176,KOR,846,2017
24752005,KWT,108,2017
24756834,LAO,275,2017
24761663,LBN,806,2017
24766492,LBR,77,2017
24771321,LBY,43,2017
24776150,LCA,350,2017
24780979,LKA,665,2017
24785808,LSO,216,2017
24790637,LTU,1108,2017
24795466,LUX,693,2017
24800295,LVA,954,2017
24805124,MAC,400,2017
24809953,MAR,561,2017
24814782,MDA,527,2017
24819611,MDG,370,2017
24824440,MDV,59,2017
24829269,MEX,611,2017
24834098,MHL,60,2017
24838927,MKD,424,2017
24843756,MLI,151,2017
24848585,MLT,342,2017
24853414,MMR,485,2017
24858243,MNE,250,2017
24863072,MNG,107,2017
24867901,MNP,68,2017
24872730,MOZ,164,2017
24877559,MRT,89,2017
24882388,MSR,105,2017
24887217,MUS,586,2017
24892046,MWI,195,2017
24896875,MYS,664,2017
24901704,NAM,231,2017
24906533,NCL,42,2017
24911362,NER,186,2017
24916191,NFK,59,2017
24921020,NGA,105,2017
24925849,NIC,248,2017
24930678,NIU,37,2017
24935507,NLD,1339,2017
24940336,NOR,394,2017
24945165,NPL,523,2017
24949994,NRU,194,2017
24954823,NZL,533,2017
24959652,OMN,251,2017
24964481,PAK,809,2017
24969310,PAN,798,2017
24974139,PCN,100,2017
24978968,PER,383,2017
24983797,PHL,473,2017
24988626,PLW,64,2017
24993455,PNG,61,2017
24998284,POL,1390,2017
25003113,PRK,356,2017
25007942,PRT,1424,2017
25012771,PRY,181,2017
25017600,PSE,449,2017
25022429,PYF,149,2017
25027258,QAT,50,2017
25032087,ROU,912,2017
25036916,RUS,456,2017
25041745,RWA,176,2017
25046574,S19,1044,2017
25051403,SAU,289,2017
25056232,SDN,114,2017
25061061,SEN,350,2017
25065890,SGP,437,2017
25070719,SHN,88,2017
25075548,SLB,62,2017
25080377,SLE,175,2017
25085206,SLV,547,2017
25090035,SMR,405,2017
25094864,SOM,65,2017
25099693,SPM,79,2017
25104522,SRB,812,2017
25109351,SSD,13,2017
25114180,STP,131,2017
25119009,SUR,115,2017
25123838,SVK,767,2017
25128667,SVN,1046,2017
25133496,SWE,1071,2017
25138325,SWZ,348,2017
25143154,SXM,260,2017
25147983,SYC,56,2017
25152812,SYR,485,2017
25157641,TCA,284,2017
25162470,TCD,20,2017
25167299,TGO,213,2017
25172128,THA,1020,2017
25176957,TJK,149,2017
25181786,TKL,220,2017
25186615,TKM,72,2017
25191444,TLS,98,2017
25196273,TON,93,2017
25201102,TTO,201,2017
25205931,TUN,780,2017
25210760,TUR,1528,2017
25215589,TUV,60,2017
25220418,TZA,366,2017
25225247,UGA,380,2017
25230076,UKR,669,2017
25234905,URY,282,2017
25239734,USA,1572,2017
25244563,UZB,309,2017
25249392,VCT,181,2017
25254221,VEN,69,2017
25259050,VGB,99,2017
25263879,VNM,830,2017
25268708,VUT,52,2017
25273537,WLF,70,2017
25278366,WSM,272,2017
25283195,YEM,136,2017
25288024,ZAF,766,2017
25292853,ZMB,132,2017
25297682,ZWE,192,2017
25302511,ABW,288,2018
25307318,AFG,173,2018
25312125,AGO,45,2018
25316932,AIA,130,2018
25321739,ALB,473,2018
25326546,AND,426,2018
25331353,ARE,495,2018
25336160,ARG,422,2018
25340967,ARM,326,2018
25345774,ASM,115,2018
25350581,ATF,52,2018
25355388,ATG,139,2018
25360195,AUS,348,2018
25365002,AUT,1366,2018
25369809,AZE,87,2018
25374616,BDI,96,2018
25379423,BEL,1308,2018
25384230,BEN,180,2018
25389037,BES,50,2018
25393844,BFA,72,2018
25398651,BGD,350,2018
25403458,BGR,1125,2018
25408265,BHR,222,2018
25413072,BHS,155,2018
25417879,BIH,657,2018
25422686,BLM,180,2018
25427493,BLR,713,2018
25432300,BLZ,238,2018
25437107,BMU,104,2018
25441914,BOL,139,2018
25446721,BRA,553,2018
25451528,BRB,456,2018
25456335,BRN,82,2018
25461142,BTN,97,2018
25465949,BWA,83,2018
25470756,CAF,105,2018
25475563,CAN,801,2018
25480370,CCK,160,2018
25485177,CHE,753,2018
25489984,CHL,341,2018
25494791,CHN,2302,2018
25499598,CIV,196,2018
25504405,CMR,154,2018
25509212,COD,53,2018
25514019,COG,61,2018
25518826,COK,82,2018
25523633,COL,383,2018
25528440,COM,45,2018
25533247,CPV,95,2018
25538054,CRI,410,2018
25542861,CUB,127,2018
25547668,CUW,368,2018
25552475,CXR,53,2018
25557282,CYM,26,2018
25562089,CYP,405,2018
25566896,CZE,1191,2018
25571703,DEU,1874,2018
25576510,DJI,112,2018
25581317,DMA,253,2018
25586124,DNK,1150,2018
25590931,DOM,534,2018
25595738,DZA,48,2018
25600545,ECU,194,2018
25605352,EGY,863,2018
25610159,ERI,16,2018
25614966,ESP,1764,2018
25619773,EST,956,2018
25624580,ETH,373,2018
25629387,FIN,779,2018
25634194,FJI,525,2018
25639001,FLK,27,2018
25643808,FRA,1588,2018
25648615,FSM,31,2018
25653422,GAB,82,2018
25658229,GBR,1328,2018
25663036,GEO,383,2018
25667843,GHA,163,2018
25672650,GIB,94,2018
25677457,GIN,67,2018
25682264,GMB,188,2018
25687071,GNB,19,2018
25691878,GNQ,17,2018
25696685,GRC,800,2018
25701492,GRD,221,2018
25706299,GRL,53,2018
25711106,GTM,616,2018
25715913,GUM,322,2018
25720720,GUY,142,2018
25725527,HKG,1160,2018
25730334,HND,397,2018
25735141,HRV,970,2018
25739948,HTI,136,2018
25744755,HUN,871,2018
25749562,IDN,933,2018
25754369,IND,1547,2018
25759176,IOT,120,2018
25763983,IRL,350,2018
25768790,IRN,443,2018
25773597,IRQ,14,2018
25778404,ISL,207,2018
25783211,ISR,720,2018
25788018,ITA,2064,2018
25792825,JAM,239,2018
25797632,JOR,535,2018
25802439,JPN,1282,2018
25807246,KAZ,226,2018
25812053,KEN,582,2018
25816860,KGZ,337,2018
25821667,KHM,427,2018
25826474,KIR,28,2018
25831281,KNA,107,2018
25836088,KOR,846,2018
25840895,KWT,87,2018
25845702,LAO,270,2018
25850509,LBN,842,2018
25855316,LBR,97,2018
25860123,LBY,34,2018
25864930,LCA,338,2018
25869737,LKA,576,2018
25874544,LSO,240,2018
25879351,LTU,1140,2018
25884158,LUX,726,2018
25888965,LVA,903,2018
25893772,MAC,407,2018
25898579,MAR,536,2018
25903386,MDA,503,2018
25908193,MDG,362,2018
25913000,MDV,67,2018
25917807,MEX,639,2018
25922614,MHL,51,2018
25927421,MKD,424,2018
25932228,MLI,121,2018
25937035,MLT,325,2018
25941842,MMR,511,2018
25946649,MNE,307,2018
25951456,MNG,98,2018
25956263,MNP,75,2018
25961070,MOZ,186,2018
25965877,MRT,88,2018
25970684,MSR,116,2018
25975491,MUS,607,2018
25980298,MWI,193,2018
25985105,MYS,660,2018
25989912,NAM,216,2018
25994719,NCL,38,2018
25999526,NER,210,2018
26004333,NFK,54,2018
26009140,NGA,105,2018
26013947,NIC,276,2018
26018754,NIU,35,2018
26023561,NLD,1324,2018
26028368,NOR,363,2018
26033175,NPL,562,2018
26037982,NRU,234,2018
26042789,NZL,518,2018
26047596,OMN,223,2018
26052403,PAK,807,2018
26057210,PAN,782,2018
26062017,PCN,97,2018
26066824,PER,380,2018
26071631,PHL,478,2018
26076438,PLW,59,2018
26081245,PNG,68,2018
26086052,POL,1393,2018
26090859,PRK,364,2018
26095666,PRT,1445,2018
26100473,PRY,187,2018
26105280,PSE,467,2018
26110087,PYF,171,2018
26114894,QAT,44,2018
26119701,ROU,935,2018
26124508,RUS,437,2018
26129315,RWA,186,2018
26134122,S19,1026,2018
26138929,SAU,244,2018
26143736,SDN,123,2018
26148543,SEN,343,2018
26153350,SGP,534,2018
26158157,SHN,77,2018
26162964,SLB,62,2018
26167771,SLE,220,2018
26172578,SLV,556,2018
26177385,SMR,368,2018
26182192,SOM,68,2018
26186999,SPM,66,2018
26191806,SRB,847,2018
26196613,SSD,18,2018
26201420,STP,161,2018
26206227,SUR,86,2018
26211034,SVK,799,2018
26215841,SVN,1057,2018
26220648,SWE,1031,2018
26225455,SWZ,332,2018
26230262,SXM,507,2018
26235069,SYC,111,2018
26239876,SYR,486,2018
26244683,TCA,222,2018
26249490,TCD,26,2018
26254297,TGO,215,2018
26259104,THA,1046,2018
26263911,TJK,135,2018
26268718,TKL,292,2018
26273525,TKM,82,2018
26278332,TLS,73,2018
26283139,TON,125,2018
26287946,TTO,186,2018
26292753,TUN,784,2018
26297560,TUR,1528,2018
26302367,TUV,35,2018
26307174,TZA,539,2018
26311981,UGA,349,2018
26316788,UKR,666,2018
26321595,URY,260,2018
26326402,USA,1555,2018
26331209,UZB,313,2018
26336016,VCT,175,2018
26340823,VEN,58,2018
26345630,VGB,160,2018
26350437,VNM,847,2018
26355244,VUT,65,2018
26360051,WLF,72,2018
26364858,WSM,305,2018
26369665,YEM,149,2018
26374472,ZAF,768,2018
26379279,ZMB,160,2018
26384086,ZWE,192,2018
26388893,ABW,228,2019
26393656,AFG,161,2019
26398419,AGO,40,2019
26403182,AIA,104,2019
26407945,ALB,506,2019
26412708,AND,456,2019
26417471,ARE,515,2019
26422234,ARG,417,2019
26426997,ARM,280,2019
26431760,ASM,214,2019
26436523,ATF,51,2019
26441286,ATG,128,2019
26446049,AUS,326,2019
26450812,AUT,1361,2019
26455575,AZE,92,2019
26460338,BDI,100,2019
26465101,BEL,1326,2019
26469864,BEN,139,2019
26474627,BES,60,2019
26479390,BFA,76,2019
26484153,BGD,362,2019
26488916,BGR,1136,2019
26493679,BHR,238,2019
26498442,BHS,184,2019
26503205,BIH,702,2019
26507968,BLM,129,2019
26512731,BLR,766,2019
26517494,BLZ,218,2019
26522257,BMU,67,2019
26527020,BOL,143,2019
26531783,BRA,544,2019
26536546,BRB,352,2019
26541309,BRN,92,2019
