,diversity,pred_num_caps,actual_eci,pred_eci,log_gdp_pc,exports_GDP,pop,inv_GDP,growth
diversity,1.0,0.31373228367702566,0.5440569182516376,0.280388965312813,0.3951372781786519,0.006202838214323277,0.42178885501755564,0.04557967339526198,0.11308691309049006
pred_num_caps,0.31373228367702566,1.0,0.521102483297821,0.6515952118671775,0.29199309552859753,0.006176095768417352,-0.005392568018582239,0.06279211892196089,-0.043163627450640694
actual_eci,0.5440569182516376,0.521102483297821,1.0,0.5637082704195757,0.6502193059226418,0.2144050328254578,0.069904884962227,0.11377625322278018,-0.0472958418403993
pred_eci,0.280388965312813,0.6515952118671775,0.5637082704195757,1.0,0.2692742274878122,0.160981906840252,-0.016792531420647877,0.12863789021812108,0.018440082383412534
log_gdp_pc,0.3951372781786519,0.29199309552859753,0.6502193059226418,0.2692742274878122,1.0,0.4174664418682926,-0.06744637393277775,0.15898105659363257,-0.2966900651112762
exports_GDP,0.006202838214323277,0.006176095768417352,0.2144050328254578,0.160981906840252,0.4174664418682926,1.0,-0.11292955053739287,0.16036517201217648,-0.07780381412821834
pop,0.42178885501755564,-0.005392568018582239,0.069904884962227,-0.016792531420647877,-0.06744637393277775,-0.11292955053739287,1.0,0.14848996526776637,0.24632009846780947
inv_GDP,0.04557967339526198,0.06279211892196089,0.11377625322278018,0.12863789021812108,0.15898105659363257,0.16036517201217648,0.14848996526776637,1.0,0.09953927837421331
growth,0.11308691309049006,-0.043163627450640694,-0.0472958418403993,0.018440082383412534,-0.2966900651112762,-0.07780381412821834,0.24632009846780947,0.09953927837421331,1.0
