country,kl_divergence,clarity,pred_num_caps,pred_eci,actual_eci,best_rho,best_nu
GNQ,2.5131982586252968,0.1565684566881368,28,52.60714191230851,-2.257419,1,1
FSM,2.197226382879402,0.36909148094073096,23,53.26919584009248,-2.2192662,1,1
BRN,2.861250412517949,0.3118434972070179,26,53.326248114115145,-2.1448586,1,1
KHM,1.7027550175669255,0.3939666184832086,22,53.03968437989172,-2.0854492,1,1
LAO,3.147244109776535,0.25459898933789893,25,55.80233729226751,-2.0467043,1,1
MMR,2.0144737677259688,0.3505039426751877,24,52.9848340684008,-1.9942924,1,1
GNB,2.769640942007363,0.18290796170959167,28,54.07434077499577,-1.9601257,1,1
MDV,1.860232413332121,0.3269534621325164,30,53.32785669295629,-1.9441992,1,1
NGA,3.057458231359157,0.18970892578591747,25,53.02558934129667,-1.9347847,1,1
PLW,2.904700100216242,0.35768756340028385,17,53.480581024907046,-1.7808216,1,1
BGD,1.6847312214950312,0.37898172505958927,26,54.62424015002496,-1.763141,1,1
IRQ,3.5995949135031906,0.06073922104231633,28,60.35198654150728,-1.7318088,1,1
HTI,2.7510139770206683,0.15630072493813496,17,52.582531040726195,-1.617938,1,1
MNP,2.798365262879099,0.24642011088576077,27,53.051334722497664,-1.5484474,1,1
FJI,2.262913154592365,0.15885715160418623,27,53.36496542061226,-1.5197887,1,1
MDG,1.877624198244048,0.22755031190473096,33,53.76516707921214,-1.4629536,1,1
LKA,1.065314125598334,0.190170732933016,22,53.265291345004954,-1.3629272,1,1
PNG,3.241078090471831,0.09377740033730086,21,53.288490365919856,-1.3483969,1,1
MAC,1.5732922552664625,0.3207939559669599,28,53.391877054770724,-1.3286109,1,1
MNG,1.8146524811828888,0.19544611897509823,29,53.301660305342224,-1.2950127,1,1
CMR,2.8371666774677147,0.22642315636446464,25,51.80381522430243,-1.2920338,1,1
AGO,3.9380910581528217,0.18646236030841612,17,55.24919904998733,-1.2866893,1,1
VUT,3.0862060820283763,0.12270570118236823,18,52.769240139339814,-1.271453,1,1
COG,2.670197811850471,0.1607704291634373,27,52.62197199509347,-1.2697837,1,1
SYR,2.2257252032933064,0.12661318958507095,27,54.57002850142989,-1.2552476,1,1
TLS,3.357744697188354,0.08976567572629501,29,60.27362458562902,-1.21751,1,1
PAK,1.1872208999643585,0.2781518537673948,20,52.84191271220185,-1.2072043,1,1
GAB,2.9600070216828005,0.22873658458119495,24,55.09837583859917,-1.1837689,1,1
MWI,1.6126751478652972,0.10824607159587585,27,55.20975445425838,-1.161849,1,1
GUY,4.322637563724667,-0.06752615638198045,25,56.9581079555827,-1.1589056,1,1
ETH,2.0593515032640926,0.05248782842311084,29,57.62198832925033,-1.1396534,1,1
MAR,1.2870229379746103,0.0139621664877424,32,58.4335175982486,-1.1152416,1,1
TON,3.348959762456404,0.22284940283316312,28,53.80204588628205,-1.1083777,1,1
VNM,1.2172487533007939,-0.013138066842272256,32,53.98672907174415,-1.0924836,1,1
TKM,1.8428543685227439,0.04133489975519,30,54.065873288819894,-1.0886706,1,1
MUS,1.4258467813622322,0.17283481603267592,21,54.250238524340375,-1.0664152,1,1
SDN,3.377934784195304,0.1561522810021465,22,56.86616253154454,-1.0657796,1,1
YEM,2.7667877819108213,0.1337423030869399,32,54.435551592544776,-1.0431019,1,1
TZA,1.956498560004187,0.23446150817823852,26,52.759784728412534,-1.0321046,1,1
NPL,2.088038827029602,0.05647117560958115,27,56.38071095982369,-1.0302833,1,1
GHA,3.6185979629276006,0.08237958156595471,25,52.94154504276893,-1.0146921,1,1
GIN,3.884899336297449,0.14119462946183092,17,51.745683099633126,-1.0023102,1,1
HND,1.9729145945437374,0.22462594310130923,22,51.844638527636064,-0.99266684,1,1
BEN,3.516720348937311,-0.08159300781058887,29,61.527487684126,-0.97668535,1,1
WSM,2.5830138895322223,0.07045176930365726,24,53.63239899174682,-0.96992445,1,1
DOM,1.4076759509944234,0.07967938426990107,22,54.270943617778386,-0.9305224,1,1
COD,3.7273237426024437,0.21439967936297177,19,52.53340817637113,-0.91105056,1,1
MRT,3.076822648418295,0.21483353495733537,29,53.55529451632281,-0.8535007,1,1
TUN,1.2108841716816252,0.035246543306343914,37,58.193668386539386,-0.8227445,1,1
ECU,2.9580726763324496,0.17716402170312617,29,54.14018748479582,-0.7649092,1,1
LBR,3.639215588311847,0.07328623968551295,24,54.780869231221175,-0.737264,1,1
NIC,2.5976086981365514,-0.05140903167406252,25,56.80850671128133,-0.732687,1,1
LSO,3.8223363224209983,0.05431679061370687,19,57.01366954827467,-0.70755607,1,1
SLV,1.2301941154212883,0.06304720003445141,25,54.34934090503375,-0.7044989,1,1
TGO,2.0871143868363182,0.00557469853890713,29,55.829178798133945,-0.7033717,1,1
SLB,3.44629680041178,0.26367035392430926,26,53.59476607488201,-0.69726896,1,1
TJK,2.0156017244289144,0.13101415971411967,19,53.050922181521635,-0.6672633,1,1
BLZ,2.2554763319156095,0.19918419999250725,35,52.77271369946252,-0.6621629,1,1
PRY,3.835741313236565,0.020967537187795537,31,52.918276170965505,-0.6538711,1,1
QAT,2.7903752477174835,0.20387655639418412,25,52.62223567390105,-0.63849515,1,1
BOL,2.1157408678684355,0.15991081934414597,26,54.300401345681124,-0.63345087,1,1
PHL,2.6042950335014963,0.21500976626450752,26,57.797281581353516,-0.5858769,1,1
GTM,1.8835081425522753,0.12030063390313817,26,53.82198273642934,-0.5814684,1,1
JAM,2.0100830192773955,0.08470121422555899,25,53.07398077261216,-0.5651605,1,1
OMN,1.563125818197574,-0.0018157771649864873,41,57.92680994680343,-0.56328154,1,1
TCD,2.73663972054365,0.10074286896414086,26,55.68653347366642,-0.55974513,1,1
CIV,1.4460642803400414,0.2261549654910716,26,54.269639721314874,-0.55738276,1,1
SUR,3.677468155303114,0.031678595918272046,20,56.511185012620714,-0.5566465,1,1
UGA,1.6135880656798753,0.013203488639466854,32,57.96233947880104,-0.54506886,1,1
ALB,1.0723786008926897,0.013885847012292007,30,55.897528461140865,-0.5442608,1,1
CAF,4.114473622268628,0.13886546103140807,17,52.60921799482954,-0.53102213,1,1
BDI,2.847784913062068,0.10755746090929952,26,53.526072885952594,-0.5074991,1,1
IDN,1.0054418440097743,-0.026675346119844345,25,55.814697054430965,-0.50431615,1,1
