country,kl_divergence,clarity,pred_num_caps,pred_eci,actual_eci,best_rho,best_nu
SLB,3.5321653427058513,0.28229113093134384,26,55.160098906444084,-2.305258,1,1
PNG,4.130844759189851,0.05820636475300511,28,59.60783139716246,-2.2382174,1,1
KHM,2.5485037918887685,0.27526137875713086,24,56.314198381380265,-2.1638327,1,1
MMR,3.167872642911862,0.03781546574787209,26,57.71604312977509,-2.1376033,1,1
SDN,4.986795524074127,0.08863353670072871,19,56.947965710182324,-1.8763497,1,1
BGD,2.221858513140278,0.2681605163046793,26,55.74601308640764,-1.8652774,1,1
HTI,2.9028192759141516,0.1828918499323401,25,55.88176517065822,-1.8521578,1,1
GIN,4.6497121232839325,0.12011416386310747,30,56.278355771706615,-1.8085862,1,1
GNQ,4.482962745289907,0.1475083812189666,22,55.72600678535023,-1.7644746,1,1
MRT,2.7952251711552933,0.2389327752884578,25,53.894785193263786,-1.7628356,1,1
LAO,1.6321913340815764,0.179345842811106,22,55.54959866933875,-1.6178511,1,1
GNB,4.7145810681862175,0.1196963940746334,24,56.86368198214121,-1.5501406,1,1
MOZ,2.768693885178679,-0.006339963454269126,24,59.81241063970818,-1.5302726,1,1
NGA,5.10116463381114,0.05265469130977918,29,57.890356759180015,-1.5281715,1,1
VUT,3.261380359576721,0.22959347113875594,26,54.974115127533615,-1.5133439,1,1
LSO,2.1671456419865702,0.26864945267754003,29,54.984744554035416,-1.4895645,1,1
IRQ,4.943839665086653,0.1031627881833278,24,56.90378115456202,-1.4411101,1,1
TKM,3.069636177893872,0.170967595957362,19,55.623427286779,-1.4323812,1,1
SOM,2.2139482107410116,0.2341052291230893,23,54.61277316874495,-1.413081,1,1
MDG,1.6645693644181223,0.1794716662558209,26,55.53620622830119,-1.3855655,1,1
BEN,2.6819305765820536,-0.0524650507744826,33,59.558073941266834,-1.3689694,1,1
ETH,2.0274330630493114,0.2683117441773296,29,55.47788998832089,-1.3483157,1,1
GUY,1.597067103072077,0.19310419615833518,30,55.507340736047276,-1.3461744,1,1
LKA,1.3988691886402465,0.25581763396571977,21,55.84241429950841,-1.306044,1,1
NIC,1.7643707484180249,0.21761238807808425,25,55.52637242868689,-1.2772907,1,1
MWI,2.4643095992763784,0.2550415987246569,24,55.02693016229734,-1.1883254,1,1
YEM,5.295257598613569,0.01854661876475472,27,59.120009625220014,-1.1875393,1,1
FSM,2.718499434704345,0.23673194197622704,25,54.65650538753188,-1.1537936,1,1
AGO,4.9512855821857995,0.091345947116659,24,57.77176007758849,-1.1516467,1,1
PAK,1.3436277977608653,0.19294811884285834,25,55.39912127831049,-1.1150153,1,1
GHA,2.1298282777242097,0.06874763492942149,26,58.18621210711296,-1.0917609,1,1
CIV,2.97455236623443,0.11124608924781676,29,57.96138514897818,-1.0840122,1,1
ALB,2.199649562043604,0.028768460703555432,26,58.82071823733394,-1.073089,1,1
MNG,3.58184027357617,-0.09344046600732225,21,59.693937629326,-1.0468615,1,1
TJK,2.1281335639558794,0.20670623221198625,29,54.860440585356855,-1.0246134,1,1
SUR,2.225075478707682,0.1789797407239898,25,55.20777871358854,-0.9603601,1,1
HND,1.6493808857177263,0.12409587396778066,29,56.26828549709579,-0.9570403,1,1
MAR,1.2488852933250163,0.11210215542194868,31,56.93277543195239,-0.95183957,1,1
MHL,3.1392661885667525,0.13239409584214823,27,56.65362213025691,-0.90441775,1,1
GMB,1.6557297180719663,0.06410790654263421,24,56.938436849261336,-0.9006167,1,1
FLK,3.117552867544674,0.2950865798738862,21,53.956455528407936,-0.89705724,1,1
UZB,2.39500992367723,0.07555122144660775,34,58.403876777359,-0.8775929,1,1
CMR,4.703994894056076,0.09441734324217488,28,58.670674420832945,-0.86638665,1,1
FJI,2.698022088174105,0.0024765079599916584,30,57.94996106719131,-0.8574734,1,1
TZA,1.6296450136991478,0.27001124899392825,30,54.5144176289601,-0.8569145,1,1
COD,4.327933672242698,-0.008433036276210393,26,59.71797638801177,-0.84210944,1,1
BOL,2.7426182039394287,0.07130542111950566,18,56.56049489519126,-0.80540156,1,1
PRY,2.277574645328506,0.10511190657962866,22,56.46494182186839,-0.80082023,1,1
VNM,1.2190755033208616,0.07328005740257626,32,58.14967550779123,-0.78849125,1,1
